Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
3240000,1.3111999,62.511627,178.85454545454544,537.7454545454545,537.7454545454545,1.0
3250000,1.311039,63.612335,185.16666666666666,586.1666666666666,586.1666666666666,1.0
3260000,1.3108985,62.38302,195.9607843137255,618.11,618.11,1.0
3270000,1.3108337,62.83337,175.69642857142858,535.5877192982456,535.5877192982456,1.0
3280000,1.3108022,63.52075,175.66666666666666,537.7543859649123,537.7543859649123,1.0
3290000,1.3107775,62.116924,178.78181818181818,534.2272727272727,534.2272727272727,1.0
3300000,1.3103693,65.288284,185.01818181818183,586.2454545454545,586.2454545454545,1.0
3310000,1.3100199,61.667576,178.78181818181818,523.5727272727273,523.5727272727273,1.0
3320000,1.3097636,64.80294,175.64285714285714,555.0803571428571,555.0803571428571,1.0
3330000,1.3094895,65.74849,179.1818181818182,544.5818181818182,544.5818181818182,1.0
3340000,1.309272,63.470554,182.09259259259258,542.1388888888889,542.1388888888889,1.0
3350000,1.3089861,62.458447,178.57627118644066,554.8965517241379,554.8965517241379,1.0
3360000,1.3086561,64.46307,182.05555555555554,573.6090909090909,573.6090909090909,1.0
3370000,1.3081453,64.347145,175.64814814814815,525.3703703703703,525.3703703703703,1.0
3380000,1.3079426,63.277187,185.0909090909091,556.4272727272727,556.4272727272727,1.0
3390000,1.3075578,65.80643,175.66071428571428,537.5535714285714,537.5535714285714,1.0
3400000,1.3073654,64.3451,175.6315789473684,541.6071428571429,541.6071428571429,1.0
3410000,1.3068807,64.2545,182.45454545454547,542.0714285714286,542.0714285714286,1.0
3420000,1.3067838,65.057755,178.78181818181818,549.1,549.1,1.0
3430000,1.3064034,64.564964,175.67241379310346,543.6578947368421,543.6578947368421,1.0
3440000,1.3063408,65.612495,175.67857142857142,556.6578947368421,556.6578947368421,1.0
3450000,1.3060472,66.50846,185.22222222222223,564.0462962962963,564.0462962962963,1.0
3460000,1.306042,66.51142,175.66071428571428,559.4375,559.4375,1.0
3470000,1.3060163,66.59292,175.6551724137931,523.0892857142857,523.0892857142857,1.0
3480000,1.3059775,64.155014,183.23076923076923,547.9351851851852,547.9351851851852,1.0
3490000,1.3055509,65.426674,175.71186440677965,543.561403508772,543.561403508772,1.0
3500000,1.3055407,67.61135,182.03773584905662,585.9636363636364,585.9636363636364,1.0
3510000,1.3051947,68.679985,190.5,555.17,555.17,1.0
3520000,1.3051947,68.55155,191.77777777777777,627.2547169811321,627.2547169811321,1.0
3530000,1.3044015,65.09832,175.64912280701753,519.9137931034483,519.9137931034483,1.0
3540000,1.3043587,63.486866,183.0,519.7037037037037,519.7037037037037,1.0
3550000,1.3038493,65.909515,175.70689655172413,539.3421052631579,539.3421052631579,1.0
3560000,1.3037816,68.13175,185.1851851851852,612.9,612.9,1.0
3570000,1.3030626,65.49646,175.69642857142858,525.3035714285714,525.3035714285714,1.0
3580000,1.3029625,64.0363,175.66071428571428,512.7142857142857,512.7142857142857,1.0
3590000,1.3022844,66.31783,182.24528301886792,564.1603773584906,564.1603773584906,1.0
3600000,1.3021176,67.06926,182.0,583.2,583.2,1.0
3610000,1.3016543,67.934235,175.66666666666666,546.5877192982456,546.5877192982456,1.0
3620000,1.3015168,67.61538,175.64285714285714,539.2857142857143,539.2857142857143,1.0
3630000,1.3010287,69.29189,182.11320754716982,542.2169811320755,542.2169811320755,1.0
3640000,1.3008087,68.67344,191.79245283018867,630.811320754717,630.811320754717,1.0
3650000,1.3006382,67.64718,186.4,595.7,595.7,1.0
3660000,1.300551,69.136246,175.68421052631578,563.3392857142857,563.3392857142857,1.0
3670000,1.3006237,67.23233,175.66071428571428,540.1052631578947,540.1052631578947,1.0
3680000,1.3006799,68.887245,201.46,612.64,612.64,1.0
3690000,1.300728,70.66334,185.24074074074073,592.925925925926,592.925925925926,1.0
3700000,1.3007661,69.57589,175.6727272727273,557.0,557.0,1.0
3710000,1.3005551,69.68326,181.83636363636364,586.7,586.7,1.0
3720000,1.3003539,68.688225,175.67857142857142,556.9285714285714,556.9285714285714,1.0
3730000,1.3002447,71.07954,175.66071428571428,551.1339285714286,551.1339285714286,1.0
3740000,1.3000982,70.845314,175.66666666666666,560.5,560.5,1.0
3750000,1.3000324,69.52338,175.66666666666666,548.5775862068965,548.5775862068965,1.0
3760000,1.299916,71.18795,188.62264150943398,591.8301886792453,591.8301886792453,1.0
3770000,1.2998801,71.26672,175.67857142857142,554.6181818181818,554.6181818181818,1.0
3780000,1.2997998,70.54384,181.6315789473684,576.8421052631579,576.8421052631579,1.0
3790000,1.2998,70.33496,182.0,592.5181818181818,592.5181818181818,1.0
3800000,1.2997953,71.85446,182.16981132075472,589.8076923076923,589.8076923076923,1.0
3810000,1.2996904,72.64609,181.8181818181818,582.3214285714286,582.3214285714286,1.0
3820000,1.2992822,71.35125,182.1090909090909,585.8909090909091,585.8909090909091,1.0
3830000,1.2991862,71.32417,175.67241379310346,562.3421052631579,562.3421052631579,1.0
3840000,1.2987707,70.33893,182.07407407407408,575.6909090909091,575.6909090909091,1.0
3850000,1.2987314,70.76759,181.96296296296296,566.9351851851852,566.9351851851852,1.0
3860000,1.2984072,70.89831,175.66666666666666,564.4912280701755,564.4912280701755,1.0
3870000,1.2983903,72.04793,175.67857142857142,558.3035714285714,558.3035714285714,1.0
3880000,1.2980347,71.13429,175.66071428571428,568.9196428571429,568.9196428571429,1.0
3890000,1.2980301,71.16552,184.71929824561403,611.8636363636364,611.8636363636364,1.0
3900000,1.2977868,70.670616,175.6727272727273,568.140350877193,568.140350877193,1.0
3910000,1.2977868,71.117325,175.68421052631578,551.0178571428571,551.0178571428571,1.0
3920000,1.2973379,67.058205,191.59615384615384,544.5384615384615,544.5384615384615,1.0
3930000,1.2973053,72.06264,175.71153846153845,566.2075471698113,566.2075471698113,1.0
3940000,1.2970616,70.93863,208.0,615.5294117647059,615.5294117647059,1.0
3950000,1.2970302,71.84121,175.64285714285714,555.8125,555.8125,1.0
3960000,1.2969346,72.81501,182.50980392156862,578.2,578.2,1.0
3970000,1.2969168,74.52768,214.52,637.86,637.86,1.0
3980000,1.2968239,71.46574,175.64285714285714,550.3508771929825,550.3508771929825,1.0
3990000,1.2968018,71.57063,175.68965517241378,566.6052631578947,566.6052631578947,1.0
4000000,1.2967899,70.94272,178.87272727272727,564.5267857142857,564.5267857142857,1.0
4010000,1.2967854,73.125534,175.66037735849056,566.2924528301887,566.2924528301887,1.0
4020000,1.2967688,72.20061,191.8490566037736,600.6634615384615,600.6634615384615,1.0
4030000,1.2967594,72.01468,188.53703703703704,600.0454545454545,600.0454545454545,1.0
4040000,1.296767,73.67011,175.67924528301887,564.5576923076923,564.5576923076923,1.0
4050000,1.2967714,72.807785,191.07407407407408,584.5181818181818,584.5181818181818,1.0
4060000,1.2968558,72.30489,195.54716981132074,619.3557692307693,619.3557692307693,1.0
4070000,1.2969187,72.95795,175.68421052631578,567.75,567.75,1.0
4080000,1.2967546,74.6915,182.11320754716982,591.0566037735849,591.0566037735849,1.0
4090000,1.2966077,73.29488,181.8,570.9272727272727,570.9272727272727,1.0
4100000,1.296571,73.61057,182.22222222222223,592.5092592592592,592.5092592592592,1.0
4110000,1.2965305,73.34589,182.03703703703704,574.6603773584906,574.6603773584906,1.0
4120000,1.2964021,72.81996,184.71929824561403,601.7931034482758,601.7931034482758,1.0
4130000,1.2962303,73.90083,175.69642857142858,566.7678571428571,566.7678571428571,1.0
4140000,1.29617,74.62682,175.625,559.4464285714286,559.4464285714286,1.0
4150000,1.2960731,73.53771,175.67857142857142,567.8272727272728,567.8272727272728,1.0
4160000,1.2959986,74.05966,179.03773584905662,572.9166666666666,572.9166666666666,1.0
4170000,1.2958438,76.679726,191.5090909090909,635.925925925926,635.925925925926,1.0
4180000,1.2957852,74.33148,175.6727272727273,566.0803571428571,566.0803571428571,1.0
4190000,1.2956345,75.61892,205.89795918367346,602.875,602.875,1.0
4200000,1.2956034,74.72176,175.6140350877193,566.1293103448276,566.1293103448276,1.0
4210000,1.295501,75.86645,175.6909090909091,560.8272727272728,560.8272727272728,1.0
4220000,1.2954589,75.056076,200.0,663.5980392156863,663.5980392156863,1.0
4230000,1.2952207,73.74525,175.64285714285714,552.2053571428571,552.2053571428571,1.0
4240000,1.2952005,75.06726,175.6909090909091,566.2818181818182,566.2818181818182,1.0
4250000,1.2950242,74.99182,187.91071428571428,628.7857142857143,628.7857142857143,1.0
4260000,1.2950131,74.37275,175.66071428571428,563.0357142857143,563.0357142857143,1.0
4270000,1.2947179,72.99349,175.7017543859649,536.6491228070175,536.6491228070175,1.0
4280000,1.2947078,74.498245,182.05454545454546,563.3796296296297,563.3796296296297,1.0
4290000,1.2943227,74.72034,178.8909090909091,570.9196428571429,570.9196428571429,1.0
4300000,1.2943227,74.517075,175.6727272727273,555.3636363636364,555.3636363636364,1.0
4310000,1.2939343,73.424835,191.48076923076923,535.1730769230769,535.1730769230769,1.0
4320000,1.2939136,74.80499,175.67857142857142,552.625,552.625,1.0
4330000,1.2938614,75.74848,175.68965517241378,567.938596491228,567.938596491228,1.0
4340000,1.2938536,73.555504,178.70909090909092,566.0178571428571,566.0178571428571,1.0
4350000,1.2937037,75.07606,175.68421052631578,567.8947368421053,567.8947368421053,1.0
4360000,1.2936713,75.887375,182.05454545454546,594.5,594.5,1.0
4370000,1.2936425,74.17687,178.8148148148148,540.4722222222222,540.4722222222222,1.0
4380000,1.2936325,75.23021,188.54545454545453,572.1818181818181,572.1818181818181,1.0
4390000,1.2934672,75.687675,181.82142857142858,595.1545454545454,595.1545454545454,1.0
4400000,1.2934053,75.127,182.12962962962962,561.7545454545455,561.7545454545455,1.0
4410000,1.2933053,76.75953,175.67857142857142,568.2946428571429,568.2946428571429,1.0
4420000,1.2932568,75.948875,187.9811320754717,569.2358490566038,569.2358490566038,1.0
4430000,1.2932222,75.116486,175.66071428571428,561.6964285714286,561.6964285714286,1.0
4440000,1.2932014,75.690125,189.15384615384616,599.5,599.5,1.0
4450000,1.2931272,76.57289,181.94444444444446,586.1574074074074,586.1574074074074,1.0
4460000,1.293064,74.94089,175.67241379310346,558.1315789473684,558.1315789473684,1.0
4470000,1.2930286,75.89141,185.43396226415095,596.3148148148148,596.3148148148148,1.0
4480000,1.2929962,75.879425,175.625,554.3928571428571,554.3928571428571,1.0
4490000,1.2929155,75.11511,175.69642857142858,538.5982142857143,538.5982142857143,1.0
4500000,1.2928084,76.57491,190.92592592592592,578.3018867924528,578.3018867924528,1.0
4510000,1.2927824,76.39328,185.69811320754718,587.2222222222222,587.2222222222222,1.0
4520000,1.2927444,77.11946,175.68965517241378,563.1160714285714,563.1160714285714,1.0
4530000,1.2927115,75.49603,175.64912280701753,560.7118644067797,560.7118644067797,1.0
4540000,1.2926471,75.957146,178.94545454545454,546.6909090909091,546.6909090909091,1.0
4550000,1.292611,76.47438,175.6851851851852,552.25,552.25,1.0
4560000,1.2925167,78.39192,195.5,628.25,628.25,1.0
4570000,1.2925031,76.106895,185.56603773584905,568.1981132075472,568.1981132075472,1.0
4580000,1.2924569,76.18397,181.98181818181817,596.1818181818181,596.1818181818181,1.0
4590000,1.2924453,76.07345,182.1851851851852,590.4351851851852,590.4351851851852,1.0
4600000,1.2923872,75.35983,175.66101694915255,548.1551724137931,548.1551724137931,1.0
4610000,1.2923843,75.43478,175.7037037037037,553.6545454545454,553.6545454545454,1.0
4620000,1.2923672,80.03702,192.48,653.24,653.24,1.0
4630000,1.2923671,77.9086,197.25,698.9166666666666,698.9166666666666,1.0
4640000,1.2923677,77.084236,208.32075471698113,695.0096153846154,695.0096153846154,1.0
4650000,1.2923641,76.87763,184.96363636363637,602.9444444444445,602.9444444444445,1.0
4660000,1.292183,74.64566,182.2962962962963,544.3482142857143,544.3482142857143,1.0
4670000,1.292183,74.89121,175.625,524.6875,524.6875,1.0
4680000,1.2921394,75.28345,178.89285714285714,543.9107142857143,543.9107142857143,1.0
4690000,1.2921364,75.95589,176.92156862745097,560.2843137254902,560.2843137254902,1.0
4700000,1.2919983,75.65558,201.83333333333334,607.1666666666666,607.1666666666666,1.0
4710000,1.2919776,74.30723,182.53846153846155,556.9423076923077,556.9423076923077,1.0
4720000,1.2918777,76.48873,191.5185185185185,552.6666666666666,552.6666666666666,1.0
4730000,1.291857,74.86289,183.5686274509804,563.2352941176471,563.2352941176471,1.0
4740000,1.2918386,76.84889,203.27450980392157,622.8823529411765,622.8823529411765,1.0
4750000,1.2918339,77.12709,200.3125,600.7291666666666,600.7291666666666,1.0
4760000,1.2917625,76.30593,181.83928571428572,584.3636363636364,584.3636363636364,1.0
4770000,1.291731,74.413536,175.6909090909091,547.2,547.2,1.0
4780000,1.2917084,76.95308,184.75,587.5701754385965,587.5701754385965,1.0
4790000,1.2916985,76.35707,175.6727272727273,558.3148148148148,558.3148148148148,1.0
4800000,1.2916912,77.48076,191.92592592592592,623.3148148148148,623.3148148148148,1.0
4810000,1.2916858,79.19532,182.96363636363637,553.4,553.4,1.0
4820000,1.2916903,75.96368,175.67857142857142,545.9649122807018,545.9649122807018,1.0
4830000,1.2916938,75.23497,182.2962962962963,558.425925925926,558.425925925926,1.0
4840000,1.2916611,76.41352,185.2037037037037,598.9444444444445,598.9444444444445,1.0
4850000,1.2916297,75.7034,175.66666666666666,542.6578947368421,542.6578947368421,1.0
4860000,1.29161,77.30342,189.28846153846155,602.6153846153846,602.6153846153846,1.0
4870000,1.2915899,77.721756,186.45283018867926,561.5377358490566,561.5377358490566,1.0
4880000,1.2915914,78.3512,175.6727272727273,547.0185185185185,547.0185185185185,1.0
4890000,1.2915938,78.06592,203.66,643.2352941176471,643.2352941176471,1.0
4900000,1.2915998,74.19495,178.8909090909091,529.7636363636364,529.7636363636364,1.0
4910000,1.2916105,79.12133,198.3877551020408,608.2755102040817,608.2755102040817,1.0
4920000,1.2916051,76.155525,185.4,566.9537037037037,566.9537037037037,1.0
4930000,1.2915909,77.787125,186.12962962962962,605.8518518518518,605.8518518518518,1.0
4940000,1.2915878,75.47433,181.94642857142858,580.8421052631579,580.8421052631579,1.0
4950000,1.2915785,77.333405,192.94117647058823,637.3235294117648,637.3235294117648,1.0
4960000,1.2915758,78.64896,185.73584905660377,599.3867924528302,599.3867924528302,1.0
4970000,1.2915629,77.28401,182.0185185185185,570.5185185185185,570.5185185185185,1.0
4980000,1.2915626,77.509186,189.9591836734694,610.5510204081633,610.5510204081633,1.0
4990000,1.2915599,76.18806,198.1851851851852,611.3888888888889,611.3888888888889,1.0
5000000,1.2915599,76.10963,178.87272727272727,542.2363636363636,542.2363636363636,1.0
