Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
3210000,1.2983426,199.24489795918367,135.94762,3006.9360946655274,3006.9360946655274,1.0
3220000,1.2982457,217.4,130.17815,7804.8682888976555,7804.8682888976555,1.0
3230000,1.2979444,216.0,133.68117,1051.1595760926286,1051.1595760926286,1.0
3240000,1.2977638,188.43396226415095,144.5766,2873.211352654223,2873.211352654223,1.0
3250000,1.297743,204.36,136.08328,950.571996538192,950.571996538192,1.0
3260000,1.297732,211.7659574468085,146.421,1081.134046839907,1081.134046839907,1.0
3270000,1.2977326,196.46,148.40573,3025.0119725954532,3025.0119725954532,1.0
3280000,1.2977315,210.625,145.99084,1113.1124948188663,1113.1124948188663,1.0
3290000,1.2975065,261.70588235294116,128.06088,1020.2352990367833,1020.2352990367833,1.0
3300000,1.2972214,230.2093023255814,136.61559,3390.7768867695054,3390.7768867695054,1.0
3310000,1.2970484,229.4255319148936,141.71219,1039.3170207650103,1039.3170207650103,1.0
3320000,1.2968096,204.62,152.40115,3039.0360971069335,3039.0360971069335,1.0
